"","checking_status0<=X<200","checking_status>=200","checking_statusno checking","duration","credit_historyall paid","credit_historyexisting paid","credit_historydelayed previously","credit_historycritical/other existing credit","purposeused car","purposefurniture/equipment","purposeradio/tv","purposeeducation","purposebusiness","purposeother","log_credit_amount","savings_status100<=X<500","savings_status500<=X<1000","savings_status>=1000","savings_statusno known savings","employment<1","employment1<=X<4","employment4<=X<7","employment>=7","installment_commitment","personal_statusfemale div/dep/mar","personal_statusmale single","personal_statusmale mar/wid","other_partiesco applicant","other_partiesguarantor","residence_since","property_magnitudelife insurance","property_magnitudecar","property_magnitudeno known property","age","other_payment_plansstores","other_payment_plansnone","housingown","housingfor free","existing_credits","jobunskilled resident","jobskilled","jobhigh qualif/self emp/mgmt","num_dependents","own_telephoneyes"
"877",1,0,0,0.647058823529412,0,1,0,0,0,0,0,0,1,0,0.962376646839656,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.0714285714285714,0,1,1,0,0,0,1,0,0,1
"878",0,0,1,0.470588235294118,0,0,0,1,0,0,0,0,0,0,0.761749345991714,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.267857142857143,0,1,1,0,0.333333333333333,0,0,1,0,1
"880",0,0,1,0.352941176470588,1,0,0,0,1,0,0,0,0,0,0.800821283074059,0,0,0,1,1,0,0,0,0.666666666666667,0,1,0,0,1,1,0,0,0,0.375,0,0,0,0,0.333333333333333,0,1,0,1,1
"881",0,0,0,0.338235294117647,0,0,0,1,0,0,0,0,1,0,0.53003233045218,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.428571428571429,1,0,1,0,1,0,0,1,1,1
"882",0,0,1,0.161764705882353,0,0,0,1,0,0,1,0,0,0,0.462811059153049,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.482142857142857,0,1,1,0,0.333333333333333,0,1,0,0,1
"883",0,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.502676308828732,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0.339285714285714,0,0,1,0,0.333333333333333,1,0,0,0,0
"884",1,0,0,0.470588235294118,0,0,0,1,1,0,0,0,0,0,0.731206957801423,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,1,0,1,0,0.267857142857143,0,1,1,0,0.333333333333333,0,1,0,0,1
"885",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.358711978790092,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.666666666666667,1,0,0,0.178571428571429,0,1,1,0,0.333333333333333,0,1,0,0,1
"887",0,0,0,0.25,0,1,0,0,0,0,1,0,0,0,0.545148581880963,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.160714285714286,0,1,0,0,0,0,0,1,0,1
"888",0,0,1,0.117647058823529,0,0,0,1,0,1,0,0,0,0,0.430536653721536,0,0,1,0,0,0,1,0,0.666666666666667,1,0,0,0,0,0.333333333333333,1,0,0,0.285714285714286,0,1,1,0,0,0,1,0,0,0
"889",0,0,1,0.161764705882353,0,1,0,0,0,1,0,0,0,0,0.504277606802497,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.25,0,0,0,0,0,1,0,0,0,0
"890",0,0,1,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.582421490053013,0,0,1,0,0,0,1,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0.75,0,1,1,0,0,1,0,0,0,0
"891",0,0,0,0.117647058823529,0,0,0,0,0,0,0,0,0,1,0.346248551874578,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.666666666666667,0,0,0,0.160714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"892",0,0,0,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.653525341133806,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,1,0,0.666666666666667,0,1,0,0.410714285714286,0,1,1,0,0,0,1,0,0,0
"894",0,0,1,0.235294117647059,0,0,0,1,0,0,0,0,0,0,0.612742778395647,0,0,0,1,1,0,0,0,0.333333333333333,0,0,0,0,0,1,0,0,0,0.446428571428571,0,1,1,0,0.333333333333333,0,1,0,0,1
"896",0,0,1,0.161764705882353,0,1,0,0,0,0,1,0,0,0,0.398310875693563,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.333333333333333,0,0,0,0.375,0,1,0,0,0,0,1,0,0,1
"897",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.379444244066139,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.303571428571429,0,1,1,0,0,0,0,1,0,1
"898",0,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.346038564570398,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.0178571428571429,0,1,0,0,0,0,0,1,1,1
"899",0,0,0,0.25,0,1,0,0,0,0,0,0,0,0,0.630591472857197,0,0,0,1,0,0,1,0,0.333333333333333,0,1,0,1,0,0.333333333333333,0,0,0,0.0892857142857143,0,1,1,0,0,1,0,0,0,0
"900",1,0,0,0.470588235294118,0,1,0,0,0,0,0,1,0,0,0.627355357481317,0,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,0,0.333333333333333,0,1,0,0.142857142857143,0,1,1,0,0,0,1,0,0,0
"901",0,0,1,0.161764705882353,0,0,1,0,1,0,0,0,0,0,0.619905130219064,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.333333333333333,1,0,0,0.482142857142857,0,1,1,0,0.333333333333333,1,0,0,0,0
"902",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.210474040472857,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.660714285714286,0,1,1,0,0,0,1,0,0,0
"904",0,0,1,0.470588235294118,0,0,1,0,0,0,1,0,0,0,0.669798002027745,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.267857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"905",1,0,0,0.294117647058824,0,0,0,1,0,1,0,0,0,0,0.684074993579863,0,0,0,0,1,0,0,0,0.333333333333333,1,0,0,0,0,1,0,1,0,0.107142857142857,0,0,1,0,0,1,0,0,0,0
"906",1,0,0,0.382352941176471,0,1,0,0,0,0,1,0,0,0,0.577193454089937,0,0,0,1,0,0,0,1,0.333333333333333,1,0,0,0,0,1,0,1,0,0.107142857142857,0,1,1,0,0,0,1,0,0,0
"907",0,0,1,0.102941176470588,0,1,0,0,0,0,0,0,1,0,0.499548848395969,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,0,0,0,0.160714285714286,0,1,1,0,0,0,1,0,0,1
"908",0,0,0,0.294117647058824,1,0,0,0,0,0,0,0,1,0,0.590049573943878,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.214285714285714,0,1,0,0,0,0,1,0,0,1
"909",1,0,0,0.647058823529412,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.333333333333333,1,0,0,0.232142857142857,0,0,1,0,0,0,0,1,0,1
"911",0,0,0,0.0294117647058824,0,1,0,0,0,0,0,0,0,0,0.950566514734967,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.875,0,0,1,0,0,0,0,1,0,1
"912",0,0,0,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.521990472492048,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,1,1,0,0,0,1,0,0,0
"913",0,0,0,0.117647058823529,0,0,0,1,1,0,0,0,0,0,0.402138440618667,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.666666666666667,0,0,0,0.625,0,1,1,0,0,0,1,0,0,0
"914",0,0,0,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.603207466424609,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,1,0,0,0.357142857142857,0,1,0,0,0,0,0,1,0,1
"915",0,0,1,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.461280208269949,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.333333333333333,0,0,1,0.160714285714286,0,1,1,0,0.333333333333333,0,1,0,0,0
"916",0,0,1,0.647058823529412,0,0,1,0,0,0,1,0,0,0,0.914370759710664,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.321428571428571,0,1,1,0,0,0,0,1,0,1
"917",0,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.39493057019939,0,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0,0,1,1,0,0,0.0535714285714286,0,1,0,0,0,0,1,0,0,0
"918",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.483829290182436,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,1,1,0,0,0.196428571428571,0,1,0,0,0,0,1,0,1,1
"919",0,0,0,0.294117647058824,1,0,0,0,0,1,0,0,0,0,0.770648654881574,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0.642857142857143,0,0,1,0,0,0,1,0,0,1
"920",0,0,0,0.117647058823529,1,0,0,0,0,0,0,0,0,0,0.238450411036719,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.482142857142857,0,0,1,0,0.333333333333333,0,1,0,0,1
"921",0,0,0,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.333522990484687,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.0357142857142857,0,1,0,0,0,0,1,0,0,0
"923",0,0,1,0.382352941176471,0,1,0,0,0,0,1,0,0,0,0.467593324577347,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.696428571428571,0,1,1,0,0,0,1,0,0,1
"924",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.269629683833281,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0.666666666666667,1,0,0,0.25,0,0,1,0,0,1,0,0,1,0
"925",0,0,0,0.117647058823529,0,0,1,0,0,0,0,0,0,0,0.391154590333961,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.428571428571429,0,1,1,0,0.333333333333333,1,0,0,1,0
"926",0,0,0,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.452143643484082,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0892857142857143,0,1,1,0,0,1,0,0,0,0
"927",1,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.441660633170016,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.333333333333333,0,1,0,0.0535714285714286,0,1,1,0,0,0,1,0,0,1
"928",0,0,1,0.0735294117647059,0,0,0,1,0,0,0,0,0,0,0.369404083904249,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0,0,0,0,0.196428571428571,0,1,1,0,0.333333333333333,0,1,0,0,0
"929",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.171212903125053,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.410714285714286,0,1,1,0,0.333333333333333,0,1,0,1,1
"930",0,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.416382948859119,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0714285714285714,0,0,1,0,0,0,1,0,0,0
"931",1,0,0,0.382352941176471,0,0,1,0,0,0,1,0,0,0,0.473982087678802,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0.666666666666667,0,0,1,0.196428571428571,1,0,1,0,0.333333333333333,0,0,1,0,0
"932",0,1,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.25393869124587,0,0,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0.333333333333333,0,0,0,0.160714285714286,0,1,1,0,0,1,0,0,0,0
"933",1,0,0,0.0294117647058824,0,1,0,0,0,0,1,0,0,0,0.490809502394532,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.666666666666667,0,1,0,0.196428571428571,0,1,0,0,0,0,0,1,0,1
"935",0,1,0,0.294117647058824,0,0,0,1,0,1,0,0,0,0,0.621388674632102,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0.0178571428571429,0,1,0,0,0.333333333333333,0,1,0,0,0
"938",0,0,1,0.0882352941176471,0,1,0,0,0,0,0,0,0,0,0.423717935521591,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,0,0,0.214285714285714,0,1,1,0,0,1,0,0,1,0
"939",0,0,1,0.294117647058824,0,1,0,0,0,1,0,0,0,0,0.305270589574624,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.214285714285714,1,0,1,0,0,0,1,0,0,1
"940",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.409609615571182,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0,0,0,0,0.410714285714286,0,1,1,0,0.666666666666667,1,0,0,1,0
"941",0,0,0,0.161764705882353,0,1,0,0,0,1,0,0,0,0,0.464836643421298,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0.482142857142857,0,1,0,0,0,0,1,0,0,0
"942",1,0,0,0.647058823529412,0,0,0,0,0,0,0,0,0,0,0.816175706721285,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.196428571428571,0,1,1,0,0.333333333333333,0,1,0,0,0
"944",0,0,1,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.56669661533489,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.339285714285714,0,1,1,0,0,0,0,1,0,1
"945",0,0,1,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.421754109622482,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.428571428571429,0,1,1,0,0,1,0,0,1,0
"946",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.386611557803861,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.625,0,1,1,0,0,0,1,0,0,1
"947",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.621645719061231,1,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,0,1,0,0.214285714285714,0,1,1,0,0.333333333333333,0,1,0,0,0
"948",1,0,0,0.205882352941176,0,0,0,1,0,0,0,0,1,0,0.619646153662704,0,0,0,0,0,0,0,0,0.666666666666667,0,0,1,0,0,0.666666666666667,0,1,0,0.375,0,1,1,0,0.666666666666667,0,0,0,1,1
"951",0,0,1,0.470588235294118,0,1,0,0,0,1,0,0,0,0,0.879504296148363,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.333333333333333,0,1,0,0.125,0,1,1,0,0.333333333333333,0,0,1,0,1
"952",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.470809643933631,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.178571428571429,0,1,1,0,0,0,1,0,0,1
"953",0,0,0,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.370730300504479,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0.678571428571429,0,1,0,0,0.333333333333333,0,0,1,0,1
"954",0,1,0,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.623882820913851,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.535714285714286,1,0,1,0,0.333333333333333,1,0,0,0,0
"955",1,0,0,0.0735294117647059,0,0,0,1,0,0,1,0,0,0,0.355708567392717,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,0,0,0,0.321428571428571,0,1,1,0,0.666666666666667,1,0,0,0,0
"956",0,0,0,0.352941176470588,0,1,0,0,0,0,0,0,0,0,0.645144373964808,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,1,0,0.464285714285714,0,1,1,0,0,1,0,0,0,0
"959",0,0,1,0.0294117647058824,0,0,0,1,0,0,1,0,0,0,0.451209930463238,0,0,0,0,0,0,0,1,0.333333333333333,0,0,1,0,0,0.333333333333333,0,0,0,0.196428571428571,0,1,0,0,0.333333333333333,0,1,0,0,0
"960",1,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0.521398211755365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.5,0,1,1,0,0.333333333333333,0,1,0,0,0
"962",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.525706832103998,0,1,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,0.333333333333333,0,1,0,0.285714285714286,0,0,1,0,0.333333333333333,0,1,0,0,1
"963",1,0,0,0.0294117647058824,0,1,0,0,0,0,0,0,0,1,0.138754284359264,0,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0,0,0,1,0,0,0.0535714285714286,0,1,1,0,0,1,0,0,0,0
"964",1,0,0,0.382352941176471,0,1,0,0,0,0,1,0,0,0,0.44784430119373,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0.125,0,1,1,0,0,0,1,0,0,0
"965",1,0,0,0.338235294117647,0,0,0,1,0,0,1,0,0,0,0.537344400739062,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.0714285714285714,0,1,1,0,0.333333333333333,1,0,0,0,0
"967",0,0,1,0.558823529411765,0,1,0,0,0,0,1,0,0,0,0.780391198070291,0,0,0,1,0,0,1,0,0.333333333333333,0,0,1,0,0,1,1,0,0,0.178571428571429,0,1,0,0,0,0,1,0,0,1
"968",0,0,1,0.117647058823529,0,0,0,1,0,0,0,1,0,0,0.484988041576103,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0.333333333333333,0,1,0,0.75,0,1,1,0,0,0,1,0,0,0
"969",0,0,0,0.102941176470588,0,0,0,1,0,0,0,0,0,0,0.641221919274447,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0.375,0,1,1,0,0.333333333333333,1,0,0,1,0
"970",1,0,0,0.161764705882353,0,1,0,0,0,0,0,0,0,1,0.418853738884121,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0.333333333333333,0,0,0,0.0535714285714286,0,1,1,0,0,0,1,0,0,0
"971",0,0,1,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.787643840170717,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.428571428571429,0,1,1,0,0,1,0,0,1,0
"972",0,0,0,0.294117647058824,1,0,0,0,0,0,0,0,0,0,0.36343818900264,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0.178571428571429,0,1,0,0,0.333333333333333,0,0,0,0,0
"973",0,0,0,0.823529411764706,0,1,0,0,0,0,0,0,1,0,0.784604198714632,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0.303571428571429,0,1,0,0,0,0,1,0,0,0
"974",0,0,1,0.382352941176471,0,0,0,1,0,0,1,0,0,0,0.564407772304256,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.333333333333333,0,1,0,0.25,0,1,1,0,0,0,1,0,0,1
"975",0,1,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.375776014646557,0,1,0,0,0,1,0,0,0.666666666666667,1,0,0,0,0,0.666666666666667,0,1,0,0.678571428571429,0,1,1,0,0,1,0,0,0,0
"978",0,0,1,0.294117647058824,0,0,1,0,0,0,0,0,0,0,0.538999645616934,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.5,0,1,1,0,0.333333333333333,1,0,0,1,0
"979",1,0,0,0.205882352941176,0,1,0,0,0,0,0,0,1,0,0.546572065582036,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.267857142857143,0,1,1,0,0,0,1,0,0,0
"980",1,0,0,0.161764705882353,1,0,0,0,0,0,0,0,0,0,0.376882571485613,1,0,0,0,0,1,0,0,0.333333333333333,0,0,1,0,0,0.333333333333333,1,0,0,0.107142857142857,0,1,0,0,0,0,1,0,0,0
"981",1,0,0,0.382352941176471,0,0,0,1,0,1,0,0,0,0,0.816953503177326,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.333333333333333,1,0,0,0.535714285714286,0,1,1,0,0,0,1,0,0,0
"982",0,0,1,0.647058823529412,0,1,0,0,0,0,0,0,1,0,0.689318760565721,0,0,0,0,0,0,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,1,0,0.25,0,0,0,0,0,0,0,1,0,1
"985",0,0,1,0.294117647058824,0,0,0,1,0,1,0,0,0,0,0.48683011792839,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.333333333333333,1,0,0,0.196428571428571,0,1,1,0,0.333333333333333,1,0,0,0,0
"986",0,0,0,0.161764705882353,0,0,0,1,0,1,0,0,0,0,0.406066375066403,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.666666666666667,1,0,0,0.107142857142857,0,1,0,0,0.333333333333333,0,1,0,0,0
"987",0,1,0,0.558823529411765,0,0,0,0,0,0,0,0,1,0,0.750031405946329,0,0,0,0,1,0,0,0,0.333333333333333,0,0,0,0,0,0,1,0,0,0.25,0,1,1,0,0.333333333333333,0,1,0,0,0
"988",0,0,1,0.132352941176471,0,1,0,0,0,0,1,0,0,0,0.402138440618667,1,0,0,0,0,0,0,0,0.333333333333333,1,0,0,0,0,1,0,0,0,0.803571428571429,0,1,1,0,0,0,1,0,0,0
"989",0,0,0,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.760515411113989,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,1,0.178571428571429,0,1,0,1,0,0,0,1,0,1
"990",1,0,0,0.470588235294118,0,0,0,1,0,0,1,0,0,0,0.519811435971656,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.303571428571429,0,1,1,0,0,0,1,0,0,0
"991",1,0,0,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.451610552308355,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,1,0,0,0.517857142857143,0,1,1,0,0.333333333333333,1,0,0,0,0
"992",0,0,1,0.117647058823529,0,0,0,1,0,0,0,1,0,0,0.618020983362289,0,0,0,1,1,0,0,0,0.333333333333333,0,1,0,0,0,0,1,0,0,0.321428571428571,0,1,1,0,0.333333333333333,1,0,0,1,0
"993",0,0,1,0.161764705882353,1,0,0,0,0,0,1,0,0,0,0.427152284445649,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.267857142857143,0,0,1,0,0,1,0,0,1,0
"994",0,0,0,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.47603322196107,0,0,0,1,0,0,1,0,0.333333333333333,0,0,1,0,0,1,0,1,0,0.0714285714285714,0,1,0,0,0.333333333333333,1,0,0,0,0
"995",0,0,0,0.470588235294118,0,1,0,0,0,1,0,0,0,0,0.642399743638479,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.666666666666667,1,0,0,0.196428571428571,0,1,1,0,0,0,0,1,0,1
"998",0,0,0,0.382352941176471,0,1,0,0,1,0,0,0,0,0,0.636329487505316,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.375,0,1,1,0,0,0,0,1,0,1
"1000",0,0,0,0.602941176470588,0,1,0,0,0,0,1,0,0,0,0.464836643421298,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.0714285714285714,0,1,0,1,0,0,1,0,0,1
